Model Name,Optimizer,Mean_Train_Loss,Mean_Train_Accuracy,Mean_Val_Loss,Mean_Val_Accuracy,Total_Training_Time_Minutes,Test_Loss,Test_Accuracy
InceptionV3,Adam,0.28256756523924487,0.886557456947142,0.606752858527245,0.8062903227344635,631.561442041397,0.11774294078350067,0.9587500095367432
