epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
27,0.9731249809265137,0.000145800004247576,0.08037655800580978,0.9137499928474426,0.31458449363708496
28,0.9818750023841858,0.000145800004247576,0.06357645243406296,0.9387500286102295,0.1538640260696411
29,0.9828125238418579,0.000145800004247576,0.06400732696056366,0.9424999952316284,0.1725224256515503
30,0.9839062690734863,0.0001312200038228184,0.05624615028500557,0.9350000023841858,0.2227211445569992
31,0.9834374785423279,0.0001312200038228184,0.05699862539768219,0.9137499928474426,0.3394327163696289
32,0.9809374809265137,0.0001312200038228184,0.05857812985777855,0.9524999856948853,0.15410806238651276
33,0.985156238079071,0.0001312200038228184,0.053880587220191956,0.949999988079071,0.20207500457763672
34,0.9918749928474426,2.624400076456368e-05,0.034936171025037766,0.9524999856948853,0.1643756926059723
35,0.9950000047683716,2.624400076456368e-05,0.02729879319667816,0.9599999785423279,0.14163625240325928
36,0.992968738079071,2.624400076456368e-05,0.02728024311363697,0.9624999761581421,0.12699982523918152
37,0.9940624833106995,2.624400076456368e-05,0.026478484272956848,0.9549999833106995,0.1285344362258911
38,0.9948437213897705,2.624400076456368e-05,0.02280965819954872,0.9599999785423279,0.1193402111530304
39,0.9942187666893005,2.624400076456368e-05,0.02424224466085434,0.9587500095367432,0.11817645281553268
40,0.9954687356948853,2.3619601051905192e-05,0.02194865234196186,0.9662500023841858,0.11959684640169144
41,0.9962499737739563,2.3619601051905192e-05,0.0194746982306242,0.9662500023841858,0.1345035433769226
42,0.99609375,2.3619601051905192e-05,0.019655374810099602,0.9599999785423279,0.12050483375787735
43,0.9956250190734863,2.3619601051905192e-05,0.017514977604150772,0.9624999761581421,0.12315505743026733
44,0.9970312714576721,2.3619601051905192e-05,0.014593911357223988,0.9612500071525574,0.11982913315296173
45,0.9970312714576721,4.723920028482098e-06,0.01657114177942276,0.9637500047683716,0.12317980825901031
46,0.9965624809265137,4.723920028482098e-06,0.01811494305729866,0.9649999737739563,0.11938846856355667
47,0.9962499737739563,4.723920028482098e-06,0.01937028020620346,0.9649999737739563,0.11773402243852615
48,0.9962499737739563,4.723920028482098e-06,0.018561219796538353,0.9662500023841858,0.11733755469322205
49,0.9971874952316284,4.723920028482098e-06,0.014808820560574532,0.9662500023841858,0.12118665874004364
50,0.9973437786102295,4.251528025633888e-06,0.01624908298254013,0.9649999737739563,0.11924769729375839
51,0.9967187643051147,4.251528025633888e-06,0.017422441393136978,0.9649999737739563,0.12147188186645508
52,0.9976562261581421,4.251528025633888e-06,0.013693525455892086,0.9674999713897705,0.1148700937628746
53,0.9981250166893005,4.251528025633888e-06,0.014119711704552174,0.9674999713897705,0.11607012152671814
54,0.9973437786102295,4.251528025633888e-06,0.014364462345838547,0.9674999713897705,0.11625520884990692
55,0.9970312714576721,4.251528025633888e-06,0.01763196289539337,0.9674999713897705,0.11545447260141373
56,0.9984375238418579,4.251528025633888e-06,0.011984365992248058,0.96875,0.1153385266661644
57,0.9975000023841858,4.251528025633888e-06,0.014657745137810707,0.96875,0.11096706241369247
58,0.9978125095367432,4.251528025633888e-06,0.014492977410554886,0.9674999713897705,0.10749421268701553
59,0.9976562261581421,4.251528025633888e-06,0.015015597455203533,0.96875,0.11041316390037537
60,0.9967187643051147,3.826375177595764e-06,0.016486596316099167,0.96875,0.1128876805305481
61,0.9984375238418579,3.826375177595764e-06,0.012847717851400375,0.9700000286102295,0.11272400617599487
62,0.9979687333106995,3.826375177595764e-06,0.011899067088961601,0.9674999713897705,0.1187255010008812
63,0.9985937476158142,3.826375177595764e-06,0.011514413170516491,0.96875,0.11647287011146545
64,0.9970312714576721,9.999999974752427e-07,0.01492329128086567,0.96875,0.11637179553508759
65,0.9978125095367432,9.999999974752427e-07,0.01329505443572998,0.96875,0.11605028063058853
66,0.9954687356948853,9.999999974752427e-07,0.025164397433400154,0.96875,0.11566944420337677
67,0.9984375238418579,9.999999974752427e-07,0.011859594844281673,0.96875,0.11634241044521332
68,0.9981250166893005,9.999999974752427e-07,0.012623574584722519,0.96875,0.11646068841218948
