accuracy,loss,val_accuracy,val_loss,learning_rate
0.514843761920929,1.1580848693847656,0.45249998569488525,1.3687165975570679,0.0009000000427477062
0.651562511920929,0.7939273715019226,0.25,5.594364166259766,0.0009000000427477062
0.7049999833106995,0.6874234080314636,0.27000001072883606,5.21943473815918,0.0009000000427477062
0.7484375238418579,0.6027296185493469,0.26625001430511475,5.962536811828613,0.0009000000427477062
0.765625,0.5661326050758362,0.49125000834465027,2.7929303646087646,0.0009000000427477062
0.7890625,0.5235559940338135,0.3487499952316284,5.389711380004883,0.00018000000272877514
0.8481249809265137,0.3893221318721771,0.6075000166893005,1.554903507232666,0.00018000000272877514
0.8734375238418579,0.3337545096874237,0.75,0.7430006265640259,0.00018000000272877514
0.8979687690734863,0.28095653653144836,0.8137500286102295,0.52354896068573,0.00018000000272877514
0.909375011920929,0.25788813829421997,0.8087499737739563,0.5579022765159607,0.00018000000272877514
0.918749988079071,0.22941958904266357,0.856249988079071,0.43682488799095154,0.00016199999663513154
0.9268749952316284,0.2116308957338333,0.8650000095367432,0.42786404490470886,0.00016199999663513154
0.9292187690734863,0.20592191815376282,0.8774999976158142,0.3685044050216675,0.00016199999663513154
0.9415624737739563,0.17946547269821167,0.9075000286102295,0.2631889283657074,0.00016199999663513154
0.9485937356948853,0.15927201509475708,0.8687499761581421,0.3795458972454071,0.00016199999663513154
0.9498437643051147,0.1588272601366043,0.8475000262260437,0.4661747217178345,0.00016199999663513154
0.9507812261581421,0.14721374213695526,0.8374999761581421,0.4626657962799072,0.00016199999663513154
0.953125,0.14214439690113068,0.8600000143051147,0.3884706199169159,0.00016199999663513154
0.9634374976158142,0.12109527736902237,0.9225000143051147,0.22133642435073853,0.00016199999663513154
0.9631249904632568,0.11693265289068222,0.875,0.3316001892089844,0.00016199999663513154
0.9639062285423279,0.11920224130153656,0.893750011920929,0.3191295862197876,0.000145800004247576
0.97265625,0.09576964378356934,0.9087499976158142,0.28488442301750183,0.000145800004247576
0.9717187285423279,0.09278187155723572,0.9387500286102295,0.19131150841712952,0.000145800004247576
0.9742187261581421,0.0856795385479927,0.9112499952316284,0.25744831562042236,0.000145800004247576
0.9739062786102295,0.08616238832473755,0.9449999928474426,0.21039016544818878,0.000145800004247576
0.9740625023841858,0.0841006189584732,0.9175000190734863,0.2629757821559906,0.000145800004247576
0.9768750071525574,0.07802598178386688,0.8600000143051147,0.4713698625564575,0.000145800004247576
0.9792187213897705,0.07528209686279297,0.9200000166893005,0.2995198965072632,2.91600008495152e-05
0.9865624904632568,0.05087164789438248,0.9474999904632568,0.18432946503162384,2.91600008495152e-05
0.9898437261581421,0.03833289071917534,0.9512500166893005,0.14631541073322296,2.91600008495152e-05
0.9907812476158142,0.03729953616857529,0.9599999785423279,0.13297273218631744,2.624400076456368e-05
0.9935937523841858,0.032632891088724136,0.9612500071525574,0.11832486838102341,2.624400076456368e-05
0.9923437237739563,0.03135330602526665,0.9624999761581421,0.11210796236991882,2.624400076456368e-05
0.9928125143051147,0.03099445067346096,0.9612500071525574,0.11595606803894043,2.624400076456368e-05
0.9939062595367432,0.0287824384868145,0.9637500047683716,0.10051126778125763,2.624400076456368e-05
0.9937499761581421,0.031474512070417404,0.9662500023841858,0.1011752039194107,2.624400076456368e-05
0.9940624833106995,0.027979103848338127,0.9649999737739563,0.10979893803596497,2.624400076456368e-05
0.9937499761581421,0.029733549803495407,0.9662500023841858,0.10050136595964432,2.624400076456368e-05
0.995312511920929,0.023910485208034515,0.9674999713897705,0.09688897430896759,2.624400076456368e-05
0.9926562309265137,0.028984978795051575,0.9674999713897705,0.09372082352638245,2.624400076456368e-05
0.995312511920929,0.024224070832133293,0.9624999761581421,0.13130953907966614,2.3619601051905192e-05
0.99609375,0.02048037201166153,0.96875,0.10691182315349579,2.3619601051905192e-05
0.99609375,0.024140750989317894,0.9725000262260437,0.09666626900434494,2.3619601051905192e-05
0.9967187643051147,0.018741225823760033,0.9674999713897705,0.10402938723564148,2.3619601051905192e-05
0.99609375,0.01933806575834751,0.9737499952316284,0.09778039902448654,4.723920028482098e-06
0.9971874952316284,0.020880796015262604,0.9750000238418579,0.09529506415128708,4.723920028482098e-06
0.9975000023841858,0.016551777720451355,0.9762499928474426,0.0860210731625557,4.723920028482098e-06
0.9962499737739563,0.018919071182608604,0.9750000238418579,0.07693353295326233,4.723920028482098e-06
0.9967187643051147,0.01682337000966072,0.9750000238418579,0.08327626436948776,4.723920028482098e-06
0.9971874952316284,0.018652385100722313,0.9750000238418579,0.08273932337760925,4.723920028482098e-06
0.9978125095367432,0.01544283702969551,0.9712499976158142,0.0821266919374466,4.251528025633888e-06
0.9971874952316284,0.01831088215112686,0.9750000238418579,0.08865625411272049,4.251528025633888e-06
0.9978125095367432,0.016504766419529915,0.9725000262260437,0.08226020634174347,9.999999974752427e-07
0.9982812404632568,0.013971473090350628,0.9725000262260437,0.08200006186962128,9.999999974752427e-07
0.9971874952316284,0.016847340390086174,0.9725000262260437,0.08213388174772263,9.999999974752427e-07
0.9978125095367432,0.016259854659438133,0.9737499952316284,0.08092409372329712,9.999999974752427e-07
0.9971874952316284,0.016092177480459213,0.9725000262260437,0.08131551742553711,9.999999974752427e-07
0.9979687333106995,0.016479413956403732,0.9737499952316284,0.0808718279004097,9.999999974752427e-07
