Model Name,Optimizer,Mean_Train_Loss,Mean_Train_Accuracy,Mean_Val_Loss,Mean_Val_Accuracy,Total_Training_Time_Minutes,Test_Loss,Test_Accuracy
VGG16,Adam,0.3921362730687943,0.830477809128554,1.3661936867064324,0.7256521751051364,2895.173748898506,0.207315593957901,0.9162499904632568
