accuracy,loss,val_accuracy,val_loss,learning_rate
0.2874999940395355,1.538780927658081,0.25,21.673141479492188,0.0009000000427477062
0.34171876311302185,1.370774507522583,0.25,8.390050888061523,0.0009000000427477062
0.40421876311302185,1.279128909111023,0.2487500011920929,2.7912521362304688,0.0009000000427477062
0.46171873807907104,1.1684999465942383,0.25,3.888798475265503,0.0009000000427477062
0.5218750238418579,1.034031629562378,0.3824999928474426,2.077401638031006,0.0009000000427477062
0.5854687690734863,0.9084908366203308,0.36375001072883606,1.5268800258636475,0.0009000000427477062
0.6204687356948853,0.8287003040313721,0.25,8.969234466552734,0.0009000000427477062
0.6321874856948853,0.7933382391929626,0.5975000262260437,0.7896300554275513,0.0009000000427477062
0.6498437523841858,0.7593456506729126,0.6212499737739563,0.7675144076347351,0.0009000000427477062
0.6534374952316284,0.7308079600334167,0.25,7.365203857421875,0.0009000000427477062
0.6682812571525574,0.7039369344711304,0.6412500143051147,0.7779945135116577,0.0008100000559352338
0.6935937404632568,0.6670456528663635,0.6399999856948853,0.7575016021728516,0.0008100000559352338
0.6971874833106995,0.6620292067527771,0.6362500190734863,0.7045239806175232,0.0008100000559352338
0.7042187452316284,0.6411119103431702,0.7262499928474426,0.6016572117805481,0.0008100000559352338
0.7176562547683716,0.6266529560089111,0.5024999976158142,1.3844168186187744,0.0008100000559352338
0.7293750047683716,0.6050472259521484,0.6662499904632568,0.6582077145576477,0.0008100000559352338
0.7401562333106995,0.581308126449585,0.5224999785423279,1.2809796333312988,0.0008100000559352338
0.7601562738418579,0.5554419755935669,0.5062500238418579,1.944258451461792,0.0008100000559352338
0.7626562714576721,0.5330999493598938,0.7699999809265137,0.4920620620250702,0.0008100000559352338
0.7743750214576721,0.5102106332778931,0.7925000190734863,0.4787657856941223,0.0008100000559352338
0.7892187237739563,0.4817356467247009,0.4625000059604645,3.146310329437256,0.0007290000794455409
0.8042187690734863,0.45086750388145447,0.7099999785423279,0.6295695900917053,0.0007290000794455409
0.8131250143051147,0.43135830760002136,0.7887499928474426,0.4473797082901001,0.0007290000794455409
0.8151562213897705,0.4131603538990021,0.5074999928474426,1.7178012132644653,0.0007290000794455409
0.8139062523841858,0.42756298184394836,0.699999988079071,0.6720855236053467,0.0007290000794455409
0.8356249928474426,0.3791259527206421,0.8349999785423279,0.38561880588531494,0.0007290000794455409
0.8415625095367432,0.37483683228492737,0.8162500262260437,0.4135458469390869,0.0007290000794455409
0.8362500071525574,0.381885826587677,0.7174999713897705,0.5987874865531921,0.0007290000794455409
0.8528125286102295,0.3561559319496155,0.6462500095367432,0.9348243474960327,0.0007290000794455409
0.8506249785423279,0.35306110978126526,0.7774999737739563,0.568595826625824,0.0007290000794455409
