epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2874999940395355,0.0009000000427477062,1.538780927658081,0.25,21.673141479492188
1,0.34171876311302185,0.0009000000427477062,1.370774507522583,0.25,8.390050888061523
2,0.40421876311302185,0.0009000000427477062,1.279128909111023,0.2487500011920929,2.7912521362304688
3,0.46171873807907104,0.0009000000427477062,1.1684999465942383,0.25,3.888798475265503
4,0.5218750238418579,0.0009000000427477062,1.034031629562378,0.3824999928474426,2.077401638031006
5,0.5854687690734863,0.0009000000427477062,0.9084908366203308,0.36375001072883606,1.5268800258636475
6,0.6204687356948853,0.0009000000427477062,0.8287003040313721,0.25,8.969234466552734
7,0.6321874856948853,0.0009000000427477062,0.7933382391929626,0.5975000262260437,0.7896300554275513
8,0.6498437523841858,0.0009000000427477062,0.7593456506729126,0.6212499737739563,0.7675144076347351
9,0.6534374952316284,0.0009000000427477062,0.7308079600334167,0.25,7.365203857421875
10,0.6682812571525574,0.0008100000559352338,0.7039369344711304,0.6412500143051147,0.7779945135116577
11,0.6935937404632568,0.0008100000559352338,0.6670456528663635,0.6399999856948853,0.7575016021728516
12,0.6971874833106995,0.0008100000559352338,0.6620292067527771,0.6362500190734863,0.7045239806175232
13,0.7042187452316284,0.0008100000559352338,0.6411119103431702,0.7262499928474426,0.6016572117805481
14,0.7176562547683716,0.0008100000559352338,0.6266529560089111,0.5024999976158142,1.3844168186187744
15,0.7293750047683716,0.0008100000559352338,0.6050472259521484,0.6662499904632568,0.6582077145576477
16,0.7401562333106995,0.0008100000559352338,0.581308126449585,0.5224999785423279,1.2809796333312988
17,0.7601562738418579,0.0008100000559352338,0.5554419755935669,0.5062500238418579,1.944258451461792
18,0.7626562714576721,0.0008100000559352338,0.5330999493598938,0.7699999809265137,0.4920620620250702
19,0.7743750214576721,0.0008100000559352338,0.5102106332778931,0.7925000190734863,0.4787657856941223
20,0.7892187237739563,0.0007290000794455409,0.4817356467247009,0.4625000059604645,3.146310329437256
21,0.8042187690734863,0.0007290000794455409,0.45086750388145447,0.7099999785423279,0.6295695900917053
