epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
22,0.8131250143051147,0.0007290000794455409,0.43135830760002136,0.7887499928474426,0.4473797082901001
23,0.8151562213897705,0.0007290000794455409,0.4131603538990021,0.5074999928474426,1.7178012132644653
24,0.8139062523841858,0.0007290000794455409,0.42756298184394836,0.699999988079071,0.6720855236053467
25,0.8356249928474426,0.0007290000794455409,0.3791259527206421,0.8349999785423279,0.38561880588531494
26,0.8415625095367432,0.0007290000794455409,0.37483683228492737,0.8162500262260437,0.4135458469390869
27,0.8362500071525574,0.0007290000794455409,0.381885826587677,0.7174999713897705,0.5987874865531921
28,0.8528125286102295,0.0007290000794455409,0.3561559319496155,0.6462500095367432,0.9348243474960327
29,0.8506249785423279,0.0007290000794455409,0.35306110978126526,0.7774999737739563,0.568595826625824
30,0.8687499761581421,0.0006561000482179224,0.3191099464893341,0.39625000953674316,4.028061389923096
31,0.8881250023841858,0.0001312200038228184,0.27480006217956543,0.8387500047683716,0.40084517002105713
32,0.9045312404632568,0.0001312200038228184,0.24749258160591125,0.7087500095367432,0.708768904209137
33,0.9048437476158142,0.0001312200038228184,0.24435964226722717,0.84375,0.38036614656448364
34,0.9143750071525574,0.0001312200038228184,0.22564132511615753,0.875,0.3083934187889099
35,0.9217187762260437,0.0001312200038228184,0.2146122008562088,0.84375,0.38687053322792053
36,0.9240624904632568,0.0001312200038228184,0.19900037348270416,0.8787500262260437,0.3189467787742615
37,0.9206249713897705,0.0001312200038228184,0.21076801419258118,0.8700000047683716,0.32361266016960144
38,0.9228125214576721,0.0001312200038228184,0.1997152715921402,0.8512499928474426,0.35826870799064636
39,0.9292187690734863,0.0001312200038228184,0.1920052021741867,0.8862500190734863,0.2940046787261963
40,0.9282812476158142,0.00011809800344053656,0.18744535744190216,0.6800000071525574,0.8940529823303223
41,0.9375,0.00011809800344053656,0.18137255311012268,0.7912499904632568,0.5077182054519653
42,0.930468738079071,0.00011809800344053656,0.18552570044994354,0.8362500071525574,0.4230767786502838
43,0.9353125095367432,0.00011809800344053656,0.17223520576953888,0.8799999952316284,0.32349297404289246
44,0.942187488079071,0.00011809800344053656,0.16094766557216644,0.8837500214576721,0.29949504137039185
45,0.942187488079071,2.3619601051905192e-05,0.15742230415344238,0.8837500214576721,0.302259624004364
46,0.9462500214576721,2.3619601051905192e-05,0.14870436489582062,0.8824999928474426,0.2994643449783325
47,0.9449999928474426,2.3619601051905192e-05,0.1490364372730255,0.8837500214576721,0.3038451671600342
48,0.948437511920929,2.3619601051905192e-05,0.1486053168773651,0.8837500214576721,0.2923044264316559
49,0.9487500190734863,2.3619601051905192e-05,0.14757269620895386,0.8637499809265137,0.35159412026405334
50,0.9504687786102295,2.1257641492411494e-05,0.14734090864658356,0.8862500190734863,0.3044912815093994
51,0.9478124976158142,2.1257641492411494e-05,0.1452406942844391,0.8812500238418579,0.29811036586761475
52,0.9476562738418579,2.1257641492411494e-05,0.14366908371448517,0.8999999761581421,0.28985586762428284
53,0.9520312547683716,2.1257641492411494e-05,0.14056628942489624,0.875,0.3254854083061218
54,0.9507812261581421,2.1257641492411494e-05,0.1383962780237198,0.887499988079071,0.29089629650115967
55,0.9518749713897705,2.1257641492411494e-05,0.14211465418338776,0.8487499952316284,0.38518083095550537
56,0.9599999785423279,2.1257641492411494e-05,0.13200752437114716,0.8912500143051147,0.29576578736305237
57,0.9587500095367432,2.1257641492411494e-05,0.12906914949417114,0.8962500095367432,0.2822261452674866
58,0.9604687690734863,2.1257641492411494e-05,0.12472765892744064,0.8974999785423279,0.2809981107711792
59,0.956250011920929,2.1257641492411494e-05,0.1340286135673523,0.893750011920929,0.2825603783130646
60,0.9485937356948853,1.9131877706968226e-05,0.13808010518550873,0.893750011920929,0.29230937361717224
61,0.9629687666893005,1.9131877706968226e-05,0.12037038803100586,0.8787500262260437,0.32076454162597656
62,0.9535937309265137,1.9131877706968226e-05,0.13111017644405365,0.8987500071525574,0.2839828133583069
63,0.9548437595367432,1.9131877706968226e-05,0.1315808892250061,0.8087499737739563,0.5310903787612915
64,0.9556249976158142,3.826375632343115e-06,0.13507398962974548,0.8862500190734863,0.2997775971889496
65,0.960156261920929,3.826375632343115e-06,0.1198853850364685,0.8974999785423279,0.28674712777137756
66,0.9548437595367432,3.826375632343115e-06,0.13453222811222076,0.8849999904632568,0.2938225269317627
67,0.9606249928474426,3.826375632343115e-06,0.12554869055747986,0.887499988079071,0.29380127787590027
68,0.9535937309265137,3.826375632343115e-06,0.13015398383140564,0.8862500190734863,0.2900623381137848
