Model Name,epoch,train_loss,train_accuracy,val_loss,val_accuracy,training_time_minutes,test_loss,test_accuracy,Optimizer
InceptionV3,1,1.3080044984817505,0.4235937595367431,1.6017190217971802,0.5299999713897705,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,2,0.8291700482368469,0.62109375,0.7255886197090149,0.6650000214576721,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,3,0.7305123209953308,0.6704687476158142,1.6835360527038574,0.4174999892711639,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,4,0.6665092706680298,0.7068750262260437,1.101444125175476,0.5262500047683716,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,5,0.6054277420043945,0.7387499809265137,0.6550881266593933,0.6924999952316284,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,6,0.5558047890663147,0.7639062404632568,0.7169952392578125,0.6225000023841858,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,7,0.5205514430999756,0.7868750095367432,0.5015244483947754,0.7762500047683716,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,8,0.4834614098072052,0.8009374737739563,0.719770610332489,0.7162500023841858,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,9,0.4396722316741943,0.8265625238418579,0.939257800579071,0.6575000286102295,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,10,0.3930878341197967,0.8407812714576721,0.4550006091594696,0.8162500262260437,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,11,0.368303894996643,0.8556249737739563,1.6848129034042358,0.5512499809265137,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,12,0.3212402760982513,0.8790624737739563,1.5812588930130005,0.5787500143051147,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,13,0.3150201141834259,0.8809375166893005,0.6078061461448669,0.7837499976158142,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,14,0.2936881184577942,0.8954687714576721,0.5514801740646362,0.8062499761581421,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,15,0.2679002583026886,0.9003124833106995,0.9926981329917908,0.6262500286102295,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,16,0.1645992994308471,0.9418749809265136,0.2074003964662552,0.9200000166893004,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,17,0.114195168018341,0.9637500047683716,0.1975627541542053,0.925000011920929,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,18,0.0951964408159256,0.9721875190734864,0.1873978674411773,0.9350000023841858,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,19,0.084919236600399,0.9759374856948853,0.2222302854061126,0.918749988079071,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,20,0.0799290537834167,0.9790624976158142,0.1940076053142547,0.9325000047683716,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,21,0.0730360001325607,0.9790624976158142,0.1376453340053558,0.9537500143051147,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,22,0.0529078058898448,0.9878125190734864,0.1772309094667434,0.943750023841858,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,23,0.059928897768259,0.9846875071525574,0.2172640860080719,0.9225000143051147,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,24,0.0538532026112079,0.984375,0.1777212470769882,0.9399999976158142,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,25,0.0577164702117443,0.9832812547683716,0.2933601438999176,0.8999999761581421,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,26,0.046732984483242,0.987500011920929,0.1459804326295852,0.9487500190734864,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,27,0.0349096432328224,0.9918749928474426,0.1276318132877349,0.9574999809265136,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,28,0.0260866899043321,0.9950000047683716,0.1208934411406517,0.9537500143051147,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,29,0.025044035166502,0.9939062595367432,0.121667593717575,0.9574999809265136,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,30,0.024453330785036,0.9948437213897704,0.1237679868936538,0.9587500095367432,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,31,0.0218193158507347,0.9965624809265136,0.1186707615852356,0.9574999809265136,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,32,0.0245466846972703,0.9959375262260436,0.1158347427845001,0.962499976158142,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,33,0.0214916188269853,0.9962499737739564,0.1171852946281433,0.962499976158142,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,34,0.0161530822515487,0.9975000023841858,0.1222099885344505,0.9574999809265136,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,35,0.0241355057805776,0.995156228542328,0.1243290528655052,0.956250011920929,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,36,0.0244712345302104,0.995312511920929,0.1233632117509841,0.9587500095367432,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,37,0.0175771433860063,0.9971874952316284,0.124019831418991,0.959999978542328,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,38,0.0182903297245502,0.9967187643051147,0.1180925965309143,0.962499976158142,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,39,0.0126550225540995,0.998437523841858,0.111403077840805,0.959999978542328,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,40,0.0141300139948725,0.997656226158142,0.1089304387569427,0.9612500071525574,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,41,0.0127996923401951,0.9979687333106996,0.1052431166172027,0.9612500071525574,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,42,0.0140737621113657,0.9982812404632568,0.1073772981762886,0.9587500095367432,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,43,0.0165389850735664,0.9973437786102296,0.1084072366356849,0.9587500095367432,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,44,0.0151501270011067,0.9982812404632568,0.106857068836689,0.959999978542328,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,45,0.0170194860547781,0.9965624809265136,0.104227714240551,0.9612500071525574,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,46,0.0146060790866613,0.9981250166893004,0.1027066707611084,0.9637500047683716,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,47,0.0123775675892829,0.9987499713897704,0.1021402850747108,0.9637500047683716,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,48,0.0164335463196039,0.9971874952316284,0.1026292964816093,0.9649999737739564,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,49,0.0128577956929802,0.998437523841858,0.103023812174797,0.9612500071525574,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
InceptionV3,50,0.0107017811387777,0.998437523841858,0.1071966737508773,0.9587500095367432,29.67686356306076,0.0928174555301666,0.975000023841858,Adam
