accuracy,loss,val_accuracy,val_loss,learning_rate
0.5301562547683716,1.071691870689392,0.25,1.646384835243225,0.0009000000427477062
0.6581249833106995,0.7620522975921631,0.26124998927116394,1.8030486106872559,0.0009000000427477062
0.7114062309265137,0.6665917038917542,0.35624998807907104,1.588959813117981,0.0009000000427477062
0.7673437595367432,0.5649961829185486,0.6412500143051147,0.9366925954818726,0.0009000000427477062
0.7903125286102295,0.5113283395767212,0.8212500214576721,0.43111905455589294,0.0009000000427477062
0.8154687285423279,0.4500960111618042,0.8062499761581421,0.47721371054649353,0.0009000000427477062
0.8493750095367432,0.38740116357803345,0.8075000047683716,0.46729058027267456,0.0009000000427477062
0.87109375,0.3414188623428345,0.8475000262260437,0.43393105268478394,0.0009000000427477062
0.8823437690734863,0.3145265281200409,0.8399999737739563,0.40214356780052185,0.0009000000427477062
0.8968750238418579,0.28045228123664856,0.8650000095367432,0.369192898273468,0.0009000000427477062
0.9181249737739563,0.22924518585205078,0.8550000190734863,0.4088499844074249,0.0008100000559352338
0.9281250238418579,0.206250861287117,0.8912500143051147,0.29675501585006714,0.0008100000559352338
0.9285937547683716,0.20957736670970917,0.918749988079071,0.24615098536014557,0.0008100000559352338
0.9351562261581421,0.1858486384153366,0.8849999904632568,0.3473697006702423,0.0008100000559352338
0.9431250095367432,0.17070947587490082,0.856249988079071,0.40880751609802246,0.0008100000559352338
0.9348437786102295,0.1868630200624466,0.512499988079071,1.3965202569961548,0.0008100000559352338
0.9556249976158142,0.1440763920545578,0.9412500262260437,0.16205357015132904,0.0008100000559352338
0.9585937261581421,0.13675013184547424,0.8675000071525574,0.3756917119026184,0.0008100000559352338
0.9543750286102295,0.13900575041770935,0.9287499785423279,0.22482547163963318,0.0008100000559352338
0.9512500166893005,0.14722976088523865,0.8412500023841858,0.4336595833301544,0.0008100000559352338
0.9615625143051147,0.1195138469338417,0.9300000071525574,0.2578725516796112,0.0007290000794455409
0.9637500047683716,0.1187167763710022,0.9037500023841858,0.3187500238418579,0.00014580001879949123
0.9770312309265137,0.07712209969758987,0.9662500023841858,0.10252132266759872,0.00014580001879949123
0.9850000143051147,0.05400775000452995,0.9700000286102295,0.09042692184448242,0.00014580001879949123
0.9925000071525574,0.032212961465120316,0.9700000286102295,0.08668869733810425,0.00014580001879949123
0.9906250238418579,0.03462010994553566,0.9700000286102295,0.09630755335092545,0.00014580001879949123
0.9909374713897705,0.035681381821632385,0.9787499904632568,0.08145175874233246,0.00014580001879949123
0.9923437237739563,0.0291953906416893,0.9700000286102295,0.09415774047374725,0.00014580001879949123
0.9931250214576721,0.028235623612999916,0.9800000190734863,0.06292127817869186,0.00014580001879949123
0.995312511920929,0.019825132563710213,0.9737499952316284,0.0788939893245697,0.00014580001879949123
0.992968738079071,0.025927424430847168,0.9825000166893005,0.06440168619155884,0.00013122001837473363
0.9965624809265137,0.017892541363835335,0.9737499952316284,0.09091673046350479,0.00013122001837473363
0.9940624833106995,0.022359663620591164,0.9787499904632568,0.08513499051332474,0.00013122001837473363
0.9945312738418579,0.021083008497953415,0.9725000262260437,0.08370039612054825,2.6244004402542487e-05
0.99609375,0.016195010393857956,0.9750000238418579,0.07501652836799622,2.6244004402542487e-05
0.9976562261581421,0.013464851304888725,0.9775000214576721,0.07557282596826553,2.6244004402542487e-05
0.9971874952316284,0.015735086053609848,0.9787499904632568,0.07222221046686172,2.6244004402542487e-05
0.9970312714576721,0.014252531342208385,0.9800000190734863,0.06910417973995209,2.6244004402542487e-05
0.999218761920929,0.008245384320616722,0.9837499856948853,0.0690414160490036,5.248800789559027e-06
